EventID,OptimizedTime
20099,525.0
20100,528.0
20101,510.0
20102,513.0
20103,513.0
20104,513.0
20105,513.0
20106,513.0
20107,528.0
20108,528.0
20109,531.0
20110,510.0
20111,510.0
20112,522.0
20113,522.0
20114,522.0
20115,522.0
20116,510.0
20117,510.0
20118,510.0
20119,513.0
20120,513.0
20121,516.0
20122,516.0
20123,516.0
20124,519.0
20125,519.0
20126,519.0
20127,519.0
20128,516.0
20129,516.0
20130,519.0
20131,519.0
20132,591.0
20133,520.0
20134,534.0
20135,537.0
20136,564.0
20137,564.0
20138,564.0
20139,564.0
20140,523.0
20141,525.0
20142,528.0
20143,528.0
20144,531.0
20145,534.0
20146,537.0
20147,520.0
20148,522.0
20149,522.0
20150,522.0
20151,522.0
20152,543.0
20153,546.0
20154,525.0
20155,525.0
20156,531.0
20157,540.0
20158,549.0
20159,534.0
20160,540.0
20161,540.0
20162,530.0
20163,534.0
20164,534.0
20165,540.0
20166,555.0
20167,555.0
20168,555.0
20169,527.0
20170,531.0
20171,531.0
20172,534.0
20173,534.0
20174,537.0
20175,552.0
20176,536.0
20177,543.0
20178,567.0
20179,576.0
20180,576.0
20181,576.0
20182,576.0
20183,533.0
20184,537.0
20185,537.0
20186,537.0
20187,537.0
20188,588.0
20189,588.0
20190,540.0
20191,540.0
20192,552.0
20193,573.0
20194,573.0
20195,573.0
20196,573.0
20197,546.0
20198,564.0
20199,579.0
20200,579.0
20201,579.0
20202,579.0
20203,540.0
20204,540.0
20205,543.0
20206,543.0
20207,549.0
20208,549.0
20209,561.0
20210,561.0
20211,561.0
20212,543.0
20213,549.0
20214,549.0
20215,552.0
20216,552.0
20217,555.0
20218,555.0
20219,543.0
20220,543.0
20221,543.0
20222,567.0
20223,567.0
20224,567.0
20225,567.0
20226,558.0
20227,558.0
20228,558.0
20229,540.0
20230,540.0
20231,549.0
20232,549.0
20233,552.0
20234,546.0
20235,558.0
20236,558.0
20237,558.0
20238,552.0
20239,561.0
20240,570.0
20241,570.0
20242,570.0
20243,570.0
20244,570.0
20245,543.0
20246,546.0
20247,546.0
20248,546.0
20249,546.0
20250,585.0
20251,585.0
